generation,best_fitness
0,1198
1,1146
2,1146
3,1146
4,1146
5,1140
6,1134
7,1127
8,1082
9,1082
10,1082
11,1082
12,1050
13,1050
14,1050
15,1050
16,1050
17,1050
18,1050
19,1050
20,1050
21,1050
22,1050
23,1050
24,1050
25,1050
26,1050
27,1050
28,1050
29,1043
30,1043
31,1037
32,1037
33,1033
34,1033
35,1033
36,1033
37,1033
38,1033
39,1033
40,1033
41,1033
42,1033
43,1033
44,1033
45,1033
46,1033
47,1033
48,1033
49,1033
50,1033
51,1033
52,1033
53,1033
54,1033
55,1033
56,1033
57,1033
58,1033
59,1033
60,1033
61,1030
62,1030
63,1030
64,1030
65,1030
66,1030
67,1030
68,1007
69,984
70,984
71,984
72,984
73,984
74,984
75,984
76,984
77,984
78,972
79,972
80,972
81,972
82,972
83,972
84,972
85,972
86,972
87,972
88,972
89,972
90,972
91,972
92,972
93,972
94,972
95,972
96,972
97,972
98,972
99,972
100,972
101,972
102,972
103,972
104,972
105,972
106,972
107,972
108,972
109,972
110,972
111,972
112,972
113,972
114,972
115,972
116,972
117,972
118,972
119,972
120,972
121,972
122,972
123,972
124,972
125,972
126,972
127,972
128,972
129,972
130,972
131,972
132,972
133,972
134,972
135,972
136,972
137,972
138,969
139,969
140,969
141,969
142,969
143,969
144,969
145,969
146,969
147,969
148,969
149,969
150,964
151,964
152,964
153,964
154,961
155,961
156,961
157,961
158,961
159,961
160,961
161,961
162,961
163,961
164,961
165,961
166,961
167,961
168,961
169,961
170,961
171,961
172,961
173,953
174,953
175,953
176,953
177,953
178,953
179,953
180,953
181,953
182,953
183,953
184,953
185,953
186,953
187,953
188,953
189,953
190,953
191,953
192,953
193,953
194,953
195,953
196,953
197,953
198,953
199,953
200,953
201,953
202,953
203,953
204,953
205,953
206,953
207,953
208,953
209,953
210,953
211,953
212,953
213,953
214,953
215,953
216,953
217,949
218,949
219,949
220,949
221,949
222,949
223,949
224,949
225,949
226,949
227,949
228,949
229,948
230,948
231,948
232,948
233,948
234,948
235,948
236,948
237,948
238,948
239,948
240,948
241,948
242,948
243,948
244,948
245,948
246,948
247,948
248,948
249,948
250,948
251,948
252,948
253,948
254,948
255,948
256,948
257,948
258,948
259,948
260,948
261,948
262,948
263,948
264,948
265,948
266,948
267,948
268,948
269,948
270,948
271,948
272,948
273,948
274,948
275,945
276,945
277,941
278,941
279,941
280,941
281,941
282,941
283,941
284,941
285,941
286,941
287,941
288,941
289,927
290,927
291,927
292,927
293,927
294,927
295,927
296,927
297,927
298,927
299,927
300,927
301,927
302,927
303,927
304,927
305,927
306,927
307,927
308,927
309,927
310,927
311,927
312,927
313,927
314,927
315,927
316,927
317,927
318,927
319,927
320,927
321,927
322,927
323,927
324,927
325,927
326,927
327,927
328,927
329,927
330,927
331,927
332,927
333,921
334,921
335,921
336,921
337,921
338,921
339,921
340,921
341,921
342,921
343,921
344,921
345,921
346,921
347,921
348,921
349,921
350,921
351,921
352,921
353,921
354,921
355,921
356,921
357,921
358,921
359,921
360,921
361,921
362,921
363,921
364,921
365,921
366,921
367,921
368,921
369,921
370,921
371,920
372,920
373,920
374,920
375,920
376,920
377,920
378,920
379,920
380,920
381,920
382,920
383,920
384,920
385,920
386,920
387,920
388,920
389,920
390,920
391,920
392,920
393,920
394,920
395,920
396,920
397,920
398,920
399,920
400,920
401,920
402,920
403,920
404,920
405,920
406,920
407,920
408,920
409,920
410,920
411,920
412,920
413,920
414,920
415,920
416,920
417,920
418,920
419,920
420,920
421,920
422,920
423,920
424,920
425,920
426,920
427,920
428,920
429,920
430,920
431,920
432,920
433,920
434,920
435,920
436,920
437,920
438,920
439,920
440,920
441,920
442,920
443,920
444,920
445,920
446,920
447,920
448,920
449,920
450,920
451,920
452,920
453,920
454,920
455,920
456,920
457,920
458,920
459,920
460,920
461,920
462,920
463,920
464,920
465,920
466,920
467,920
468,920
469,920
470,920
471,920
472,920
473,920
474,920
475,920
476,920
477,920
478,920
479,920
480,920
481,920
482,920
483,920
484,920
485,920
486,920
487,920
488,920
489,920
490,920
491,920
492,920
493,920
494,920
495,920
496,920
497,920
498,920
499,920
500,920
501,920
502,920
503,920
504,920
505,920
506,920
507,920
508,920
509,920
510,920
511,920
512,920
513,920
514,920
515,920
516,920
517,920
518,920
519,920
520,920
521,920
522,920
523,920
524,920
525,920
526,920
527,920
528,920
529,920
530,920
531,920
532,920
533,920
534,920
535,920
536,920
537,920
538,920
539,920
540,920
541,920
542,920
543,920
544,920
545,920
546,920
547,920
548,920
549,920
550,920
551,920
552,920
553,920
554,920
555,920
556,920
557,920
558,920
559,920
560,920
561,920
562,920
563,920
564,920
565,920
566,920
567,920
568,920
569,920
570,920
571,920
