generation,best_fitness
0,1740
1,1738
2,1688
3,1613
4,1572
5,1572
6,1572
7,1572
8,1572
9,1572
10,1510
11,1510
12,1491
13,1491
14,1491
15,1491
16,1491
17,1491
18,1474
19,1474
20,1474
21,1474
22,1474
23,1474
24,1474
25,1474
26,1474
27,1474
28,1474
29,1474
30,1474
31,1474
32,1474
33,1474
34,1474
35,1474
36,1474
37,1474
38,1447
39,1447
40,1408
41,1408
42,1408
43,1408
44,1408
45,1408
46,1408
47,1408
48,1408
49,1408
50,1408
51,1408
52,1408
53,1408
54,1408
55,1408
56,1408
57,1408
58,1408
59,1408
60,1408
61,1408
62,1408
63,1408
64,1408
65,1408
66,1408
67,1408
68,1408
69,1408
70,1408
71,1408
72,1408
73,1408
74,1408
75,1408
76,1408
77,1408
78,1408
79,1408
80,1382
81,1382
82,1382
83,1382
84,1365
85,1365
86,1365
87,1365
88,1365
89,1365
90,1365
91,1365
92,1365
93,1365
94,1365
95,1365
96,1365
97,1365
98,1365
99,1345
100,1345
101,1345
102,1343
103,1343
104,1343
105,1343
106,1343
107,1343
108,1343
109,1343
110,1343
111,1343
112,1343
113,1343
114,1343
115,1343
116,1343
117,1343
118,1343
119,1343
120,1343
121,1343
122,1343
123,1343
124,1343
125,1343
126,1343
127,1343
128,1343
129,1343
130,1343
131,1343
132,1343
133,1343
134,1343
135,1343
136,1343
137,1343
138,1343
139,1343
140,1343
141,1343
142,1343
143,1343
144,1343
145,1343
146,1343
147,1343
148,1343
149,1343
150,1343
151,1343
152,1343
153,1343
154,1343
155,1343
156,1343
157,1343
158,1343
159,1343
160,1343
161,1343
162,1343
163,1343
164,1343
165,1343
166,1343
167,1343
168,1343
169,1343
170,1343
171,1343
172,1343
173,1343
174,1343
175,1343
176,1343
177,1343
178,1343
179,1343
180,1343
181,1343
182,1343
