generation,best_fitness
0,1740
1,1663
2,1663
3,1663
4,1663
5,1663
6,1663
7,1663
8,1663
9,1497
10,1497
11,1497
12,1497
13,1482
14,1482
15,1463
16,1463
17,1463
18,1435
19,1435
20,1435
21,1411
22,1411
23,1411
24,1411
25,1408
26,1408
27,1360
28,1360
29,1360
30,1360
31,1360
32,1360
33,1360
34,1360
35,1360
36,1360
37,1360
38,1360
39,1360
40,1360
41,1360
42,1360
43,1360
44,1360
45,1360
46,1360
47,1360
48,1360
49,1360
50,1360
51,1360
52,1360
53,1360
54,1360
55,1360
56,1360
57,1360
58,1360
59,1360
60,1360
61,1360
62,1360
63,1360
64,1360
65,1360
66,1360
67,1360
68,1360
69,1360
70,1360
71,1360
72,1360
73,1360
74,1360
75,1360
76,1360
77,1360
78,1360
79,1332
80,1332
81,1332
82,1332
83,1332
84,1332
85,1332
86,1332
87,1332
88,1332
89,1332
90,1332
91,1332
92,1332
93,1332
94,1332
95,1332
96,1332
97,1332
98,1332
99,1332
100,1332
101,1332
102,1332
103,1332
104,1332
105,1332
106,1332
107,1332
108,1332
109,1332
110,1332
111,1332
112,1332
113,1332
114,1332
115,1332
116,1332
117,1332
118,1332
119,1332
120,1332
121,1332
122,1332
123,1332
124,1332
125,1332
126,1332
127,1332
128,1332
129,1332
130,1332
131,1332
132,1332
133,1332
134,1332
135,1332
136,1332
137,1332
138,1332
139,1332
140,1332
141,1332
142,1332
143,1332
144,1332
145,1332
146,1332
147,1332
148,1332
149,1332
150,1332
151,1332
152,1332
153,1332
154,1332
155,1332
156,1332
157,1332
158,1332
159,1332
